gene_identifier,gene_symbol,name,mapped_ncbi_identifier,comment
ENSMUSG00000107102,Gm42726,predicted gene 42726,,
ENSMUSG00000029202,Pds5a,PDS5 cohesin associated factor A,NCBIGene:71521,
ENSMUSG00000106978,N4bp2os,"NEDD4 binding protein 2, opposite strand",,
ENSMUSG00000037795,N4bp2,NEDD4 binding protein 2,NCBIGene:333789,
ENSMUSG00000029204,Rhoh,ras homolog family member H,NCBIGene:74734,
ENSMUSG00000029205,Chrna9,"cholinergic receptor, nicotinic, alpha polypeptide 9",NCBIGene:231252,
ENSMUSG00000054598,9130230L23Rik,RIKEN cDNA 9130230L23 gene,NCBIGene:231253,
ENSMUSG00000070780,Rbm47,RNA binding motif protein 47,NCBIGene:245945,
ENSMUSG00000097092,Gm26725,"predicted gene, 26725",,
ENSMUSG00000107014,1700126H18Rik,RIKEN cDNA 1700126H18 gene,NCBIGene:73639,
ENSMUSG00000029206,Nsun7,"NOL1/NOP2/Sun domain family, member 7",NCBIGene:70918,
ENSMUSG00000029207,Apbb2,"amyloid beta (A4) precursor protein-binding, family B, member 2",NCBIGene:11787,
ENSMUSG00000087601,Uchl1os,"ubiquitin carboxy-terminal hydrolase L1, opposite strand",NCBIGene:101202684,
ENSMUSG00000029223,Uchl1,ubiquitin carboxy-terminal hydrolase L1,NCBIGene:22223,
ENSMUSG00000037736,Limch1,LIM and calponin homology domains 1,NCBIGene:77569,
ENSMUSG00000085839,Gm15949,predicted gene 15949,,
ENSMUSG00000086964,Gm15948,predicted gene 15948,,
ENSMUSG00000012520,Phox2b,paired-like homeobox 2b,NCBIGene:18935,
ENSMUSG00000107319,Gm42670,predicted gene 42670,,
ENSMUSG00000037720,Tmem33,transmembrane protein 33,NCBIGene:67878,
ENSMUSG00000029221,Slc30a9,"solute carrier family 30 (zinc transporter), member 9",NCBIGene:109108,
ENSMUSG00000107266,Gm43698,predicted gene 43698,,
ENSMUSG00000092060,Bend4,BEN domain containing 4,NCBIGene:666938,
ENSMUSG00000097840,Gm26756,"predicted gene, 26756",,
ENSMUSG00000107385,C330024D21Rik,RIKEN cDNA C330024D21 gene,NCBIGene:320479,
ENSMUSG00000050010,Shisa3,shisa family member 3,NCBIGene:330096,
ENSMUSG00000037685,Atp8a1,"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1",NCBIGene:11980,
ENSMUSG00000085363,Gm15478,predicted gene 15478,,
ENSMUSG00000087261,Gm15477,predicted gene 15477,,
ENSMUSG00000095346,Gm21905,"predicted gene, 21905",,
ENSMUSG00000106880,4930425K10Rik,RIKEN cDNA 4930425K10 gene,NCBIGene:73865,
ENSMUSG00000094719,Gm5108,predicted gene 5108,NCBIGene:330097,
ENSMUSG00000068082,Grxcr1,"glutaredoxin, cysteine rich 1",NCBIGene:433899,
ENSMUSG00000037653,Kctd8,potassium channel tetramerisation domain containing 8,NCBIGene:243043,
ENSMUSG00000029158,Yipf7,"Yip1 domain family, member 7",NCBIGene:75581,
ENSMUSG00000029208,Guf1,"GUF1 homolog, GTPase",NCBIGene:231279,
ENSMUSG00000029209,Gnpda2,glucosamine-6-phosphate deaminase 2,NCBIGene:67980,
ENSMUSG00000001260,Gabrg1,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1",NCBIGene:14405,
ENSMUSG00000000560,Gabra2,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2",NCBIGene:14395,
ENSMUSG00000049387,Cox7b2,cytochrome c oxidase subunit 7B2,NCBIGene:78174,
ENSMUSG00000029211,Gabra4,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4",NCBIGene:14397,
ENSMUSG00000029212,Gabrb1,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 1",NCBIGene:14400,
ENSMUSG00000105489,Gm38562,"predicted gene, 38562",,
ENSMUSG00000029213,Commd8,COMM domain containing 8,NCBIGene:27784,
ENSMUSG00000005220,Corin,"corin, serine peptidase",NCBIGene:53419,
ENSMUSG00000093400,Gm20647,predicted gene 20647,,
ENSMUSG00000093771,AU023070,expressed sequence AU023070,,
ENSMUSG00000072889,Nfxl1,"nuclear transcription factor, X-box binding-like 1",NCBIGene:100978,
ENSMUSG00000063935,Zar1,zygote arrest 1,NCBIGene:317755,
ENSMUSG00000060204,Gm5868,predicted gene 5868,NCBIGene:545758,
ENSMUSG00000067220,Cnga1,cyclic nucleotide gated channel alpha 1,NCBIGene:12788,
ENSMUSG00000106136,4933408A14Rik,RIKEN cDNA 4933408A14 gene,,
ENSMUSG00000067219,Nipal1,NIPA-like domain containing 1,NCBIGene:70701,
ENSMUSG00000054892,Txk,TXK tyrosine kinase,NCBIGene:22165,
ENSMUSG00000029217,Tec,tec protein tyrosine kinase,NCBIGene:21682,
ENSMUSG00000036087,Slain2,"SLAIN motif family, member 2",NCBIGene:75991,
ENSMUSG00000063656,Gm10135,predicted gene 10135,,
ENSMUSG00000029219,Slc10a4,"solute carrier family 10 (sodium/bile acid cotransporter family), member 4",NCBIGene:231290,
ENSMUSG00000070733,Fryl,FRY like transcription coactivator,NCBIGene:72313,
ENSMUSG00000086376,1700071G01Rik,RIKEN cDNA 1700071G01 gene,NCBIGene:73485,
ENSMUSG00000090561,Gm17207,predicted gene 17207,,
ENSMUSG00000107087,Gm34411,"predicted gene, 34411",,
ENSMUSG00000100175,1700025M24Rik,RIKEN cDNA 1700025M24 gene,NCBIGene:72276,
ENSMUSG00000029152,Ociad1,OCIA domain containing 1,NCBIGene:68095,
ENSMUSG00000029153,Ociad2,OCIA domain containing 2,NCBIGene:433904,
ENSMUSG00000029154,Cwh43,cell wall biogenesis 43 C-terminal homolog,NCBIGene:231293,
ENSMUSG00000051674,Dcun1d4,"DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)",NCBIGene:100737,
ENSMUSG00000067206,Lrrc66,leucine rich repeat containing 66,NCBIGene:231296,
ENSMUSG00000029156,Sgcb,"sarcoglycan, beta (dystrophin-associated glycoprotein)",NCBIGene:24051,
ENSMUSG00000029155,Spata18,spermatogenesis associated 18,NCBIGene:73472,
ENSMUSG00000107027,1700019F05Rik,RIKEN cDNA 1700019F05 gene,NCBIGene:69402,
ENSMUSG00000106968,C78283,expressed sequence C78283,,
ENSMUSG00000054814,Usp46,ubiquitin specific peptidase 46,NCBIGene:69727,
ENSMUSG00000087250,Usp46os1,"ubiquitin specific peptidase 46, opposite strand 1",,
ENSMUSG00000086234,Usp46os2,"ubiquitin specific peptidase 46, opposite strand 2",,
ENSMUSG00000106943,Dancr,differentiation antagonizing non-protein coding RNA,NCBIGene:70036,
ENSMUSG00000049907,Rasl11b,"RAS-like, family 11, member B",NCBIGene:68939,
ENSMUSG00000062110,Scfd2,Sec1 family domain containing 2,NCBIGene:212986,
ENSMUSG00000029227,Fip1l1,FIP1 like 1 (S. cerevisiae),NCBIGene:66899,
ENSMUSG00000029228,Lnx1,ligand of numb-protein X 1,NCBIGene:16924,
ENSMUSG00000085657,Gm15984,predicted gene 15984,,
ENSMUSG00000085497,Gm15985,predicted gene 15985,,
ENSMUSG00000106987,Gm42575,predicted gene 42575,,
ENSMUSG00000072874,Gm6116,predicted gene 6116,NCBIGene:619945,
ENSMUSG00000029229,Chic2,cysteine-rich hydrophobic domain 2,NCBIGene:74277,
ENSMUSG00000035946,Gsx2,GS homeobox 2,NCBIGene:14843,
ENSMUSG00000107192,Gm19583,"predicted gene, 19583",NCBIGene:100503184,
ENSMUSG00000029231,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",NCBIGene:18595,
ENSMUSG00000106760,Gm42802,predicted gene 42802,,
ENSMUSG00000107386,Gm42800,predicted gene 42800,,
ENSMUSG00000005672,Kit,KIT proto-oncogene receptor tyrosine kinase,NCBIGene:16590,
ENSMUSG00000106754,Gm43101,predicted gene 43101,,
ENSMUSG00000106726,Gm43100,predicted gene 43100,,
ENSMUSG00000107061,Gm19590,"predicted gene, 19590",,
ENSMUSG00000100936,Gm28865,predicted gene 28865,,
ENSMUSG00000062960,Kdr,kinase insert domain protein receptor,NCBIGene:16542,
ENSMUSG00000106756,Gm32780,"predicted gene, 32780",,
ENSMUSG00000029233,Srd5a3,steroid 5 alpha-reductase 3,NCBIGene:57357,
ENSMUSG00000029234,Tmem165,transmembrane protein 165,NCBIGene:21982,
ENSMUSG00000029238,Clock,circadian locomotor output cycles kaput,NCBIGene:12753,
ENSMUSG00000098449,Gm7467,predicted gene 7467,NCBIGene:665055,
ENSMUSG00000029235,Pdcl2,phosducin-like 2,NCBIGene:79455,
ENSMUSG00000087037,4930432L08Rik,RIKEN cDNA 4930432L08 gene,NCBIGene:74621,
ENSMUSG00000029236,Nmu,neuromedin U,NCBIGene:56183,
ENSMUSG00000091204,Gm7271,predicted gene 7271,NCBIGene:639545,
ENSMUSG00000036435,Exoc1,exocyst complex component 1,NCBIGene:69940,
ENSMUSG00000036403,Cep135,centrosomal protein 135,NCBIGene:381644,
ENSMUSG00000036377,C530008M17Rik,RIKEN cDNA C530008M17 gene,NCBIGene:320827,
ENSMUSG00000055923,Aasdh,aminoadipate-semialdehyde dehydrogenase,NCBIGene:231326,
ENSMUSG00000029246,Ppat,phosphoribosyl pyrophosphate amidotransferase,NCBIGene:231327,
ENSMUSG00000029247,Paics,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase",NCBIGene:67054,
ENSMUSG00000036323,Srp72,signal recognition particle 72,NCBIGene:66661,
ENSMUSG00000063820,Arl9,ADP-ribosylation factor-like 9,,
ENSMUSG00000086632,1700112J05Rik,RIKEN cDNA 1700112J05 gene,NCBIGene:68246,
ENSMUSG00000029248,Thegl,theg spermatid protein like,NCBIGene:71868,
ENSMUSG00000059325,Hopx,HOP homeobox,NCBIGene:74318,
ENSMUSG00000087541,Hopxos,"HOP homeobox, opposite strand",,
ENSMUSG00000085858,Gm15831,predicted gene 15831,,
ENSMUSG00000106783,Chaer1,cardiac hypertrophy associated epigenetic regulator 1,,
ENSMUSG00000053030,Spink2,"serine peptidase inhibitor, Kazal type 2",NCBIGene:69982,
ENSMUSG00000029249,Rest,RE1-silencing transcription factor,NCBIGene:19712,
ENSMUSG00000036285,Noa1,nitric oxide associated 1,NCBIGene:56412,
ENSMUSG00000029250,Polr2b,polymerase (RNA) II (DNA directed) polypeptide B,NCBIGene:231329,
ENSMUSG00000036256,Igfbp7,insulin-like growth factor binding protein 7,NCBIGene:29817,
ENSMUSG00000106828,Gm34648,"predicted gene, 34648",,
ENSMUSG00000106906,Gm34728,"predicted gene, 34728",,
ENSMUSG00000107232,1700017L05Rik,RIKEN cDNA 1700017L05 gene,NCBIGene:69370,
ENSMUSG00000106985,Gm42761,predicted gene 42761,,
ENSMUSG00000037605,Adgrl3,adhesion G protein-coupled receptor L3,NCBIGene:319387,
ENSMUSG00000087431,Gm16054,predicted gene 16054,,
ENSMUSG00000099863,1700031L13Rik,RIKEN cDNA 1700031L13 gene,NCBIGene:67327,
ENSMUSG00000049537,Tecrl,"trans-2,3-enoyl-CoA reductase-like",NCBIGene:243078,
ENSMUSG00000029245,Epha5,Eph receptor A5,NCBIGene:13839,
ENSMUSG00000106598,Gm43532,predicted gene 43532,,
ENSMUSG00000104878,Gm43567,predicted gene 43567,,
ENSMUSG00000029253,Cenpc1,centromere protein C1,NCBIGene:12617,
ENSMUSG00000029254,Stap1,signal transducing adaptor family member 1,NCBIGene:56792,
ENSMUSG00000035898,Uba6,ubiquitin-like modifier activating enzyme 6,NCBIGene:231380,
ENSMUSG00000029255,Gnrhr,gonadotropin releasing hormone receptor,NCBIGene:14715,
ENSMUSG00000061184,Tmprss11c,"transmembrane protease, serine 11c",NCBIGene:435845,
ENSMUSG00000061259,Tmprss11d,"transmembrane protease, serine 11d",NCBIGene:231382,
ENSMUSG00000072845,Tmprss11a,"transmembrane protease, serine 11a",NCBIGene:194597,
ENSMUSG00000079451,Tmprss11g,"transmembrane protease, serine 11g",NCBIGene:320454,
ENSMUSG00000048764,Tmprss11f,"transmembrane protease, serine 11f",NCBIGene:243083,
ENSMUSG00000035861,Tmprss11b,"transmembrane protease, serine 11B",NCBIGene:319875,
ENSMUSG00000106507,Gm43056,predicted gene 43056,,
ENSMUSG00000054537,Tmprss11e,"transmembrane protease, serine 11e",NCBIGene:243084,
ENSMUSG00000089851,Gm16579,predicted gene 16579,,
ENSMUSG00000104937,Gm43057,predicted gene 43057,,
ENSMUSG00000035851,Ythdc1,YTH domain containing 1,NCBIGene:231386,
ENSMUSG00000029260,Ugt2b34,"UDP glucuronosyltransferase 2 family, polypeptide B34",NCBIGene:100727,
ENSMUSG00000035836,Ugt2b1,"UDP glucuronosyltransferase 2 family, polypeptide B1",NCBIGene:71773,
ENSMUSG00000035811,Ugt2b35,"UDP glucuronosyltransferase 2 family, polypeptide B35",NCBIGene:243085,
ENSMUSG00000070704,Ugt2b36,"UDP glucuronosyltransferase 2 family, polypeptide B36",NCBIGene:231396,
ENSMUSG00000054630,Ugt2b5,"UDP glucuronosyltransferase 2 family, polypeptide B5",NCBIGene:22238,
ENSMUSG00000057425,Ugt2b37,"UDP glucuronosyltransferase 2 family, polypeptide B37",NCBIGene:112417,
ENSMUSG00000035780,Ugt2a3,"UDP glucuronosyltransferase 2 family, polypeptide A3",NCBIGene:72094,
ENSMUSG00000061906,Ugt2b38,"UDP glucuronosyltransferase 2 family, polypeptide B38",NCBIGene:100559,
ENSMUSG00000029268,Ugt2a2,"UDP glucuronosyltransferase 2 family, polypeptide A2",NCBIGene:552899,no expression
ENSMUSG00000106677,Ugt2a1,"UDP glucuronosyltransferase 2 family, polypeptide A1",NCBIGene:94215,
ENSMUSG00000029269,Sult1b1,"sulfotransferase family 1B, member 1",NCBIGene:56362,
ENSMUSG00000029273,Sult1d1,"sulfotransferase family 1D, member 1",NCBIGene:53315,
ENSMUSG00000029272,Sult1e1,"sulfotransferase family 1E, member 1",NCBIGene:20860,
ENSMUSG00000070702,Csn1s1,casein alpha s1,NCBIGene:12990,
ENSMUSG00000063157,Csn2,casein beta,NCBIGene:12991,
ENSMUSG00000061937,Csn1s2a,casein alpha s2-like A,NCBIGene:12993,
ENSMUSG00000061388,Csn1s2b,casein alpha s2-like B,NCBIGene:12992,
ENSMUSG00000002240,Prr27,proline rich 27,NCBIGene:73779,
ENSMUSG00000104839,Gm42794,predicted gene 42794,,
ENSMUSG00000009580,Odam,"odontogenic, ameloblast asssociated",NCBIGene:69592,
ENSMUSG00000099605,1700066N21Rik,RIKEN cDNA 1700066N21 gene,NCBIGene:73471,
ENSMUSG00000105888,BC037156,cDNA sequence BC037156,NCBIGene:494497,
ENSMUSG00000001622,Csn3,casein kappa,NCBIGene:12994,
ENSMUSG00000055961,BC051076,cDNA sequence BC051076,,
ENSMUSG00000007457,2310003L06Rik,RIKEN cDNA 2310003L06 gene,,
ENSMUSG00000007907,Cabs1,"calcium binding protein, spermatid specific 1",NCBIGene:70977,
ENSMUSG00000029280,Smr3a,submaxillary gland androgen regulated protein 3A,NCBIGene:20599,
ENSMUSG00000029281,Smr2,submaxillary gland androgen regulated protein 2,NCBIGene:20600,
ENSMUSG00000079439,Gm11116,predicted gene 11116,,no expression
ENSMUSG00000079438,Gm11115,predicted gene 11115,,no expression
ENSMUSG00000090302,Gm7714,predicted gene 7714,NCBIGene:665615,
ENSMUSG00000064156,Prol1,"proline rich, lacrimal 1",NCBIGene:17830,
ENSMUSG00000029282,Amtn,amelotin,NCBIGene:71421,
ENSMUSG00000029288,Ambn,ameloblastin,NCBIGene:11698,
ENSMUSG00000029286,Enam,enamelin,NCBIGene:13801,
ENSMUSG00000067149,Jchain,immunoglobulin joining chain,NCBIGene:16069,
ENSMUSG00000070697,Utp3,UTP3 small subunit processome component,NCBIGene:65961,
ENSMUSG00000029291,Rufy3,RUN and FYVE domain containing 3,NCBIGene:52822,
ENSMUSG00000044221,Grsf1,G-rich RNA sequence binding factor 1,NCBIGene:231413,
ENSMUSG00000006262,Mob1b,MOB kinase activator 1B,NCBIGene:68473,
ENSMUSG00000029366,Dck,deoxycytidine kinase,NCBIGene:13178,
ENSMUSG00000105640,Gm42912,predicted gene 42912,,
ENSMUSG00000060961,Slc4a4,"solute carrier family 4 (anion exchanger), member 4",NCBIGene:54403,
ENSMUSG00000035540,Gc,vitamin D binding protein,NCBIGene:14473,
ENSMUSG00000035528,Npffr2,neuropeptide FF receptor 2,NCBIGene:104443,
ENSMUSG00000043635,Adamts3,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3",NCBIGene:330119,
ENSMUSG00000035505,Cox18,cytochrome c oxidase assembly protein 18,NCBIGene:231430,
ENSMUSG00000055204,Ankrd17,ankyrin repeat domain 17,NCBIGene:81702,
ENSMUSG00000054945,Gm9958,predicted gene 9958,NCBIGene:791294,
ENSMUSG00000029368,Alb,albumin,NCBIGene:11657,
ENSMUSG00000054932,Afp,alpha fetoprotein,NCBIGene:11576,
ENSMUSG00000106788,Gm43449,predicted gene 43449,,
ENSMUSG00000029369,Afm,afamin,NCBIGene:280662,
ENSMUSG00000106863,Gm42109,"predicted gene, 42109",,
ENSMUSG00000070690,Albfm1,albumin superfamily member 1,NCBIGene:622307,
ENSMUSG00000029370,Rassf6,Ras association (RalGDS/AF-6) domain family member 6,NCBIGene:73246,
ENSMUSG00000029371,Cxcl5,chemokine (C-X-C motif) ligand 5,NCBIGene:20311,
ENSMUSG00000029372,Ppbp,pro-platelet basic protein,NCBIGene:57349,
ENSMUSG00000029373,Pf4,platelet factor 4,NCBIGene:56744,
ENSMUSG00000029379,Cxcl3,chemokine (C-X-C motif) ligand 3,NCBIGene:330122,
ENSMUSG00000029375,Cxcl15,chemokine (C-X-C motif) ligand 15,NCBIGene:20309,
ENSMUSG00000107044,Gm43086,predicted gene 43086,,
ENSMUSG00000029380,Cxcl1,chemokine (C-X-C motif) ligand 1,NCBIGene:14825,
ENSMUSG00000058427,Cxcl2,chemokine (C-X-C motif) ligand 2,NCBIGene:20310,
ENSMUSG00000107218,Gm42530,predicted gene 42530,,
ENSMUSG00000029376,Mthfd2l,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like,NCBIGene:665563,
ENSMUSG00000035020,Epgn,epithelial mitogen,NCBIGene:71920,
ENSMUSG00000107350,Gm19610,"predicted gene, 19610",,
ENSMUSG00000029377,Ereg,epiregulin,NCBIGene:13874,
ENSMUSG00000029378,Areg,amphiregulin,NCBIGene:11839,
ENSMUSG00000107198,Gm19619,"predicted gene, 19619",NCBIGene:100503265,
ENSMUSG00000082361,Btc,"betacellulin, epidermal growth factor family member",NCBIGene:12223,
ENSMUSG00000034981,Parm1,prostate androgen-regulated mucin-like protein 1,NCBIGene:231440,
ENSMUSG00000099468,Gm28271,predicted gene 28271,,
ENSMUSG00000101978,1700063O14Rik,RIKEN cDNA 1700063O14 gene,NCBIGene:73452,
ENSMUSG00000107301,Gm43688,predicted gene 43688,,
ENSMUSG00000029397,Rchy1,ring finger and CHY zinc finger domain containing 1,NCBIGene:68098,
ENSMUSG00000096035,Odaph,odontogenesis associated phosphoprotein,NCBIGene:381651,
ENSMUSG00000029403,Cdkl2,cyclin-dependent kinase-like 2 (CDC2-related kinase),NCBIGene:53886,
ENSMUSG00000029405,G3bp2,GTPase activating protein (SH3 domain) binding protein 2,NCBIGene:23881,
ENSMUSG00000029407,Uso1,USO1 vesicle docking factor,NCBIGene:56041,
ENSMUSG00000029409,U90926,cDNA sequence U90926,,
ENSMUSG00000029410,Ppef2,"protein phosphatase, EF hand calcium-binding domain 2",NCBIGene:19023,
ENSMUSG00000029413,Naaa,N-acylethanolamine acid amidase,NCBIGene:67111,
ENSMUSG00000029415,Sdad1,SDA1 domain containing 1,NCBIGene:231452,
ENSMUSG00000106698,Gm43599,predicted gene 43599,,
ENSMUSG00000029417,Cxcl9,chemokine (C-X-C motif) ligand 9,NCBIGene:17329,
ENSMUSG00000034842,Art3,ADP-ribosyltransferase 3,NCBIGene:109979,
ENSMUSG00000034855,Cxcl10,chemokine (C-X-C motif) ligand 10,NCBIGene:15945,
ENSMUSG00000034826,Nup54,nucleoporin 54,NCBIGene:269113,
ENSMUSG00000029426,Scarb2,"scavenger receptor class B, member 2",NCBIGene:12492,
ENSMUSG00000057068,Fam47e,"family with sequence similarity 47, member E",NCBIGene:384198,
ENSMUSG00000047963,Stbd1,starch binding domain 1,NCBIGene:52331,
ENSMUSG00000050050,Ccdc158,coiled-coil domain containing 158,NCBIGene:320696,
ENSMUSG00000029381,Shroom3,shroom family member 3,NCBIGene:27428,
ENSMUSG00000092266,Gm20500,predicted gene 20500,,
ENSMUSG00000045314,Sowahb,sosondowah ankyrin repeat domain family member B,NCBIGene:78088,
ENSMUSG00000058013,Sept11,septin 11,NCBIGene:52398,
ENSMUSG00000063015,Ccni,cyclin I,NCBIGene:12453,
ENSMUSG00000029384,2010109A12Rik,RIKEN cDNA 2010109A12 gene,NCBIGene:75610,
ENSMUSG00000029385,Ccng2,cyclin G2,NCBIGene:12452,
ENSMUSG00000096044,Gm16427,predicted gene 16427,NCBIGene:100040885,
ENSMUSG00000070686,C87414,expressed sequence C87414,NCBIGene:381654,
ENSMUSG00000107392,Gm7792,predicted gene 7792,NCBIGene:665802,
ENSMUSG00000096230,Gm16429,predicted gene 16429,NCBIGene:100040981,
ENSMUSG00000072822,BC061212,cDNA sequence BC061212,NCBIGene:381724,
ENSMUSG00000072821,Gm6351,predicted gene 6351,,
ENSMUSG00000096259,Gm3106,predicted gene 3106,NCBIGene:100041032,no expression
ENSMUSG00000094560,A430089I19Rik,RIKEN cDNA A430089I19 gene,,no expression
ENSMUSG00000095718,Gm6502,predicted gene 6502,NCBIGene:624421,
ENSMUSG00000073497,AA792892,expressed sequence AA792892,,
ENSMUSG00000074011,Gm7682,predicted gene 7682,NCBIGene:102633100,
ENSMUSG00000095074,Gm3139,predicted gene 3139,NCBIGene:100041102,
ENSMUSG00000095503,Gm3147,predicted gene 3147,NCBIGene:100041115,
ENSMUSG00000094195,Gm6509,predicted gene 6509,NCBIGene:108169097,
ENSMUSG00000092073,Gm6205,predicted gene 6205,NCBIGene:621203,
ENSMUSG00000095954,Gm3183,predicted gene 3183,NCBIGene:100041179,
ENSMUSG00000096742,Gm6367,predicted gene 6367,,
ENSMUSG00000092166,Gm7942,predicted gene 7942,NCBIGene:108169100,no expression
ENSMUSG00000095996,Gm16513,"predicted gene, Gm16513",NCBIGene:100041253,
ENSMUSG00000096066,Gm10424,predicted gene 10424,NCBIGene:100041264,
ENSMUSG00000079424,Gm3259,predicted gene 3259,NCBIGene:100041296,
ENSMUSG00000070677,D5Ertd577e,"DNA segment, Chr 5, ERATO Doi 577, expressed",NCBIGene:320549,
ENSMUSG00000079423,Gm3286,predicted gene 3286,NCBIGene:100041354,
ENSMUSG00000094043,Gm7971,predicted gene 7971,NCBIGene:666187,
ENSMUSG00000096139,Gm7978,predicted gene 7978,NCBIGene:666203,
ENSMUSG00000072814,Gm7982,predicted gene 7982,,no expression
ENSMUSG00000072813,E330014E10Rik,RIKEN cDNA E330014E10 gene,NCBIGene:665943,
ENSMUSG00000023078,Cxcl13,chemokine (C-X-C motif) ligand 13,NCBIGene:55985,
ENSMUSG00000034724,Cnot6l,"CCR4-NOT transcription complex, subunit 6-like",NCBIGene:231464,
ENSMUSG00000029486,Mrpl1,mitochondrial ribosomal protein L1,NCBIGene:94061,
ENSMUSG00000034687,Fras1,Fraser extracellular matrix complex subunit 1,NCBIGene:231470,
ENSMUSG00000106263,Gm33050,"predicted gene, 33050",,
ENSMUSG00000106526,Gm42604,predicted gene 42604,,
ENSMUSG00000029484,Anxa3,annexin A3,NCBIGene:11745,
ENSMUSG00000104955,1700016F12Rik,RIKEN cDNA 1700016F12 gene,,
ENSMUSG00000106319,Gm42601,predicted gene 42601,NCBIGene:102635874,
ENSMUSG00000105283,Gm33370,"predicted gene, 33370",,
ENSMUSG00000106357,Gm8013,predicted gene 8013,NCBIGene:666266,
ENSMUSG00000105006,Gm9484,predicted gene 9484,,
ENSMUSG00000034663,Bmp2k,BMP2 inducible kinase,NCBIGene:140780,
ENSMUSG00000055725,Paqr3,progestin and adipoQ receptor family member III,NCBIGene:231474,
ENSMUSG00000104736,Gm33609,"predicted gene, 33609",,
ENSMUSG00000105850,Gm2861,predicted gene 2861,,
ENSMUSG00000104717,Gm33969,"predicted gene, 33969",NCBIGene:102637064,
ENSMUSG00000046000,Naa11,"N(alpha)-acetyltransferase 11, NatA catalytic subunit",NCBIGene:97243,
ENSMUSG00000097516,4930467D21Rik,RIKEN cDNA 4930467D21 gene,,
ENSMUSG00000050553,Gk2,glycerol kinase 2,NCBIGene:14626,
ENSMUSG00000029338,Antxr2,anthrax toxin receptor 2,NCBIGene:71914,
ENSMUSG00000035456,Prdm8,PR domain containing 8,NCBIGene:77630,
ENSMUSG00000045238,A730035I17Rik,RIKEN cDNA A730035I17 gene,,
